title,id,serviceURL,type,numViews,owner,fileStorage,featureStorage,access,tags,isHosted,createdDate,modifiedDate,lastViewed,itemURL,size
adestaTechPark20200320,da042b673bf044f7b96c992f2d672649,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/adestaTechPark20200320/FeatureServer,Feature Service,1976,KDOT_Lebo,0.0,0.07813,group,"[fiber,   kit]",True,2020-04-10,2020-04-13,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=da042b673bf044f7b96c992f2d672649,0.07813
Adopt A Highway Editing Map,ce344d2a9454457b998dba5981565c0b,,Web Map,691,KDOT_Lebo,0.0254,0.0,group,"[kdot, permitting]",False,2016-08-10,2022-12-21,2024-06-17,https://kanegis.maps.arcgis.com/home/item.html?id=ce344d2a9454457b998dba5981565c0b,0.0254
Adopt A Highway Editing Map-Copy,e7c1b573063c4927984060809fa460d9,,Web Map,46,KDOT_Martin,0.0254,0.0,private,"[kdot, permitting]",False,2023-07-06,2023-07-06,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=e7c1b573063c4927984060809fa460d9,0.0254
Adopt A Highway Editing Map-Public,4bb96afd1be94b0da803243ba5183a6c,,Web Map,1304,KDOT_Lebo,0.00536,0.0,public,"[kdot, permitting]",False,2022-02-28,2022-12-21,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=4bb96afd1be94b0da803243ba5183a6c,0.00536
Adopt A Highway Editor,64ee074857874d168ea1823a2b0ba54a,http://kanegis.maps.arcgis.com/apps/webappviewer/index.html?id=64ee074857874d168ea1823a2b0ba54a,Web Mapping Application,683,KDOT_Lebo,0.83277,0.0,group,"[kdot, permitting]",False,2016-08-10,2024-02-07,2024-06-17,https://kanegis.maps.arcgis.com/home/item.html?id=64ee074857874d168ea1823a2b0ba54a,0.83277
Adopt A Highway Full Route.,52292a03dd2f41d88be8fa1efd5702d1,http://kanegis.maps.arcgis.com/sharing/rest/content/items/64ee074857874d168ea1823a2b0ba54a/package,Code Attachment,1,KDOT_Lebo,0.0,0.0,group,,False,2016-08-10,2016-08-10,2024-03-05,https://kanegis.maps.arcgis.com/home/item.html?id=52292a03dd2f41d88be8fa1efd5702d1,0.0
adoptAHighway,8b861550f1b242d28b94981d44e4d08a,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/adoptAHighway/FeatureServer,Feature Service,231,KDOT_Lebo,0.0,0.3125,group,"[kdot, adopt a highway]",True,2015-04-06,2016-08-10,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=8b861550f1b242d28b94981d44e4d08a,0.3125
adoptAHighway,d009add371084832b9c2a3d9db47d3ac,,Service Definition,3,KDOT_Lebo,0.05998,0.0,private,"[kdot,  adopt a highway]",False,2015-04-06,2015-04-06,,https://kanegis.maps.arcgis.com/home/item.html?id=d009add371084832b9c2a3d9db47d3ac,0.05998
adoptAHighwayFullRoute,5fac6b9e32d6439b98937ccbac6640b0,,Service Definition,1,KDOT_Lebo,0.05747,0.0,private,"[kdot,  adopt a highway,  permitting]",False,2016-08-10,2016-08-10,,https://kanegis.maps.arcgis.com/home/item.html?id=5fac6b9e32d6439b98937ccbac6640b0,0.05747
adoptAHighwayFullRoute,8b6397aa59f74933b0be2b03efbdb126,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/adoptAHighwayFullRoute/FeatureServer,Feature Service,1182,KDOT_Lebo,0.0,0.3125,group,"[kdot,  adopt a highway,  permitting]",True,2016-08-10,2022-12-21,2024-06-17,https://kanegis.maps.arcgis.com/home/item.html?id=8b6397aa59f74933b0be2b03efbdb126,0.3125
adoptAHighwayFullRoute_view_public,996dc1f9bef54a189db9278385c49d57,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/adoptAHighwayFullRoute_view_public/FeatureServer,Feature Service,5647,KDOT_Lebo,0.0,0.0,public,"[kdot, adopt a highway, permitting, public]",True,2022-12-21,2022-12-21,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=996dc1f9bef54a189db9278385c49d57,0.0
adoptAHighwayHalfRoute,9c21e05005384d308f11681ce7f08c89,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/adoptAHighwayHalfRoute/FeatureServer,Feature Service,1177,KDOT_Lebo,0.0,0.20313,group,"[kdot,  adopt a highway,  permitting]",True,2016-08-10,2022-12-21,2024-06-17,https://kanegis.maps.arcgis.com/home/item.html?id=9c21e05005384d308f11681ce7f08c89,0.20313
adoptAHighwayHalfRoute,c02f878331d64ddab0a9bb8d47fa5c4f,,Service Definition,1,KDOT_Lebo,0.05543,0.0,private,"[kdot,  adopt a highway,  permitting]",False,2016-08-10,2016-08-10,,https://kanegis.maps.arcgis.com/home/item.html?id=c02f878331d64ddab0a9bb8d47fa5c4f,0.05543
adoptAHighwayHalfRoute_view_public,8cc91726cadf4b6ba1a4f37eb190a2ef,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/adoptAHighwayHalfRoute_view_public/FeatureServer,Feature Service,5641,KDOT_Lebo,0.0,0.0,public,"[kdot, adopt a highway, permitting, public]",True,2022-12-21,2022-12-21,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=8cc91726cadf4b6ba1a4f37eb190a2ef,0.0
AdoptedMap,7669f8f473374fd1a20284e4f6555e4a,,CAD Drawing,1,Redistricting_AGOL,0.29385,0.0,private,"[Data, Map, Redistricting, Plan]",False,2021-12-01,2021-12-01,,https://kanegis.maps.arcgis.com/home/item.html?id=7669f8f473374fd1a20284e4f6555e4a,0.29385
ae89140ba2bd4d719d95f286b9295317.0,877460b4f838409f984acef3f79fcf5a,,CAD Drawing,7,Redistricting_AGOL,0.00057,0.0,private,"[Data, Map, Redistricting, Plan]",False,2021-11-19,2021-12-01,,https://kanegis.maps.arcgis.com/home/item.html?id=877460b4f838409f984acef3f79fcf5a,0.00057
AEC Voting Locations,904e135a3348494496c78b0dfbde79be,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/FxuU0/FeatureServer,Feature Service,17,KDOT_Lebo,0.0,0.0625,private,"[election, voting]",True,2018-08-17,2018-08-17,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=904e135a3348494496c78b0dfbde79be,0.0625
AEDs,9575d9cbd1264341a90bf0ecaab90d54,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/AEDs/FeatureServer,Feature Service,45,gistsn,0.0,0.0,public,"[Defibrillators, AEDs, Automated External Defibrillators, Local Government, ArcGIS for Local Government, Public Safety, Fire Service, City, County, Municipal, AED Inventory]",True,2016-06-25,2016-06-25,2024-06-25,https://kanegis.maps.arcgis.com/home/item.html?id=9575d9cbd1264341a90bf0ecaab90d54,0.0
aerial backdrop,0727493492864a4ab2165fc8a43bbaef,,Web Map,84,FOR_Estes,0.00039,0.0,private,,False,2023-01-10,2023-01-10,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=0727493492864a4ab2165fc8a43bbaef,0.00039
Ag Inventory,89be28d40ccb4ee5ad2edc71dd678d1e,,Web Map,1,DEV_McKenna,0.00097,0.0,private,,False,2024-06-21,2024-06-21,2024-06-21,https://kanegis.maps.arcgis.com/home/item.html?id=89be28d40ccb4ee5ad2edc71dd678d1e,0.00097
agollocaltest,5f9e50f01c7f4369ae7d52c3c96f0c4a,http://kanegis.maps.arcgis.com/apps/View/index.html?appid=5f9e50f01c7f4369ae7d52c3c96f0c4a,Web Mapping Application,103,KDOT_Lebo,0.00067,0.0,private,[test],False,2018-05-07,2018-05-07,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=5f9e50f01c7f4369ae7d52c3c96f0c4a,0.00067
agollocaltest,f51eb20ea03445fcaab96399ef4eb101,,Web Map,61,KDOT_Lebo,0.00061,0.0,private,[test],False,2018-05-07,2018-05-07,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=f51eb20ea03445fcaab96399ef4eb101,0.00061
Alias Test Map,0f9c8a34f3234b238241e4c987cf7335,,Web Map,268,GIS_Publisher7,0.00386,0.0,org,[Alias],False,2014-10-08,2014-10-08,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=0f9c8a34f3234b238241e4c987cf7335,0.00386
Alias_Test,6a84ea6bced94ba5b1356482ebc2d21e,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/Alias_Test/FeatureServer,Feature Service,247,GIS_Publisher7,0.0,0.0,org,[Alias],True,2014-10-08,2014-10-08,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=6a84ea6bced94ba5b1356482ebc2d21e,0.0
Alias_Test,6a8a5512ba7b40858f69d482b9793b12,,Service Definition,1,GIS_Publisher7,0.05114,0.0,private,[Alias],False,2014-10-08,2014-10-08,,https://kanegis.maps.arcgis.com/home/item.html?id=6a8a5512ba7b40858f69d482b9793b12,0.05114
AllProjects,3f902dc0eead4beea097493d6ada9a98,,Web Map,64,KDOT_Planning,0.01792,0.0,private,,False,2024-05-11,2024-05-11,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=3f902dc0eead4beea097493d6ada9a98,0.01792
AllProjects_WFL1,230f51670988416a9889b79b6019c911,,Service Definition,1,KDOT_Planning,0.37863,0.0,private,,False,2024-05-11,2024-05-11,2024-05-11,https://kanegis.maps.arcgis.com/home/item.html?id=230f51670988416a9889b79b6019c911,0.37863
AllProjects_WFL1,bf6af16dab8949999dc8df1158d9b752,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/AllProjects_WFL1/FeatureServer,Feature Service,66,KDOT_Planning,0.0,1.89844,private,,True,2024-05-11,2024-05-23,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=bf6af16dab8949999dc8df1158d9b752,1.89844
Animal Problems,10a73f06e05048b8bac52a00b1dcad56,,Web Map,283,gistsn,0.07259,0.0,public,[KaneGIS],False,2016-06-26,2016-06-30,2024-06-25,https://kanegis.maps.arcgis.com/home/item.html?id=10a73f06e05048b8bac52a00b1dcad56,0.07259
Animal Problems,bf378bdb95674b1b8a70fba91516c99c,,Workforce Project,96,gistsn,0.00125,0.0,group,[workforce],False,2016-08-11,2016-08-11,,https://kanegis.maps.arcgis.com/home/item.html?id=bf378bdb95674b1b8a70fba91516c99c,0.00125
AnimalProblems_dispatchers,d1d8e8835e144d00b47a84477fed2504,,Web Map,48,gistsn,0.00658,0.0,group,[workforce-dispatcher],False,2016-08-11,2016-08-11,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=d1d8e8835e144d00b47a84477fed2504,0.00658
AnimalProblems_workers,2d03e0db50274e1fa207a727b6517a85,,Web Map,61,gistsn,0.00701,0.0,group,[workforce-worker],False,2016-08-11,2016-08-11,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=2d03e0db50274e1fa207a727b6517a85,0.00701
AnnoToPoint1,e2d2b459122f4c53a0e285106cfb4543,,File Geodatabase,1,GIS_Krueger,0.32471,0.0,private,[IGA],False,2019-05-09,2019-05-09,,https://kanegis.maps.arcgis.com/home/item.html?id=e2d2b459122f4c53a0e285106cfb4543,0.32471
Annual Construction Program,ce556f2579e84d5790ee00627aa679f5,,Web Map,79,KDOT_Martin,0.01885,0.0,group,"[guradrails, KDOT, Improvement]",False,2023-05-23,2023-06-02,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=ce556f2579e84d5790ee00627aa679f5,0.01885
AnnualResurfacing,81e7a84f3f7d4bf3840a95807f75e5f8,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/AnnualResurfacing/FeatureServer,Feature Service,21,KDOT_Martin,0.0,0.04688,group,"[resurfacing,  KDOT]",True,2023-06-02,2023-06-02,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=81e7a84f3f7d4bf3840a95807f75e5f8,0.04688
AnnualResurfacing,d3bf31f58b1c44ca9be6e5945e506577,,Service Definition,1,KDOT_Martin,0.05294,0.0,private,"[resurfacing,  KDOT]",False,2023-06-02,2023-06-02,2023-06-02,https://kanegis.maps.arcgis.com/home/item.html?id=d3bf31f58b1c44ca9be6e5945e506577,0.05294
AP Tech CG Review,2d403a8be0e248ab99d23c02d82dcc62,,Web Map,117,kdot_gissolutions,0.00957,0.0,group,,False,2023-05-12,2023-05-30,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=2d403a8be0e248ab99d23c02d82dcc62,0.00957
AP Tech Traffic Sign Deliverable 2,dd93d1a073254f80843f61417d25d2b7,,Service Definition,1,kdot_gissolutions,0.61166,0.0,private,,False,2023-07-13,2023-07-13,2023-07-13,https://kanegis.maps.arcgis.com/home/item.html?id=dd93d1a073254f80843f61417d25d2b7,0.61166
ApTech,138c6b78d4b049a19f67a33becf32828,,Service Definition,1,KDOT_Lebo,3.66852,0.0,private,,False,2023-08-04,2023-08-04,2023-08-04,https://kanegis.maps.arcgis.com/home/item.html?id=138c6b78d4b049a19f67a33becf32828,3.66852
ApTech,ed75514b2bcd48d3a5724c26e7cc3577,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/ApTech/FeatureServer,Feature Service,196,KDOT_Lebo,0.0,26.35156,group,,True,2023-08-04,2023-08-04,2024-03-19,https://kanegis.maps.arcgis.com/home/item.html?id=ed75514b2bcd48d3a5724c26e7cc3577,26.35156
APTech 20230630 Traffic Signs Final Delivery Comparison,dcf8190f728d45179b24c2f5fe9f1471,,Web Map,69,KDOT_Lebo,0.01383,0.0,group,kdot,False,2023-07-05,2023-07-05,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=dcf8190f728d45179b24c2f5fe9f1471,0.01383
APTech 20230630 Traffic Signs Final Delivery Comparison_WFL1,9f5976e7545648beb9e13d3f1a2786a1,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/APTech_20230630_Traffic_Signs_Final_Delivery_Comparison_WFL1/FeatureServer,Feature Service,35,KDOT_Lebo,0.0,11.66406,group,kdot,True,2023-07-05,2023-07-05,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=9f5976e7545648beb9e13d3f1a2786a1,11.66406
APTech 20230630 Traffic Signs Final Delivery Comparison_WFL1,b81162842c65441d82579c42e7bc48fc,,Service Definition,1,KDOT_Lebo,1.79791,0.0,private,kdot,False,2023-07-05,2023-07-05,2023-07-05,https://kanegis.maps.arcgis.com/home/item.html?id=b81162842c65441d82579c42e7bc48fc,1.79791
APTech Deliverable Review,c65f26819d0e4b4184225125ef8a5963,https://kanegis.maps.arcgis.com/apps/webappviewer/index.html?id=c65f26819d0e4b4184225125ef8a5963,Web Mapping Application,74,KDOT_Lebo,0.00421,0.0,private,,False,2023-05-15,2023-05-15,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=c65f26819d0e4b4184225125ef8a5963,0.00421
APTech Deliverable Review,f793e79a79f443b59beb9842d6b9524c,//kanegis.maps.arcgis.com/sharing/rest/content/items/c65f26819d0e4b4184225125ef8a5963/package,Code Attachment,1,KDOT_Lebo,0.0,0.0,private,,False,2023-05-15,2023-05-15,2024-03-05,https://kanegis.maps.arcgis.com/home/item.html?id=f793e79a79f443b59beb9842d6b9524c,0.0
APTech Deliverable Review2,393d78f0050b4f0eb3932f1a00edc40a,,Web Map,900,KDOT_Lebo,0.25935,0.0,group,"[kdot, signs. cartegraph]",False,2023-05-16,2023-08-10,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=393d78f0050b4f0eb3932f1a00edc40a,0.25935
APTech Deliverable Review2,722076eb608144bcb59ef50519a5e7d1,//kanegis.maps.arcgis.com/sharing/rest/content/items/d583da3988ab476aa6c3a648062ae6f1/package,Code Attachment,2,KDOT_Lebo,0.0,0.0,group,,False,2023-05-16,2023-05-16,2024-03-05,https://kanegis.maps.arcgis.com/home/item.html?id=722076eb608144bcb59ef50519a5e7d1,0.0
APTech Deliverable Review2,d583da3988ab476aa6c3a648062ae6f1,https://kanegis.maps.arcgis.com/apps/webappviewer/index.html?id=d583da3988ab476aa6c3a648062ae6f1,Web Mapping Application,635,KDOT_Lebo,0.02415,0.0,group,"[kdot, signs. cartegraph]",False,2023-05-16,2023-08-04,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=d583da3988ab476aa6c3a648062ae6f1,0.02415
APTech Deliverable Review2_WFL1,53bef8fbe04f4a0ca4b19e21baada806,,Service Definition,1,KDOT_Lebo,0.60352,0.0,private,"[kdot, signs. cartegraph]",False,2023-05-16,2023-05-16,2023-05-16,https://kanegis.maps.arcgis.com/home/item.html?id=53bef8fbe04f4a0ca4b19e21baada806,0.60352
APTech Pavement  Final  Delivery 20230628,a67b2c15546a496cbb3c76ca772e98bd,,Service Definition,1,KDOT_Lebo,4.98727,0.0,private,"[kdot, pavement]",False,2023-07-07,2023-07-07,2023-07-07,https://kanegis.maps.arcgis.com/home/item.html?id=a67b2c15546a496cbb3c76ca772e98bd,4.98727
APtech Pavement Messages Phase 0,e81ac47f1c9c4175bf6d587172d74326,,Service Definition,1,KDOT_Lebo,0.18526,0.0,private,"[kdot, aptech, pavement markings]",False,2023-05-26,2023-05-26,2023-05-26,https://kanegis.maps.arcgis.com/home/item.html?id=e81ac47f1c9c4175bf6d587172d74326,0.18526
APTech Pavement Striping Phase 0,37b55604446d4ea9b3bde32350c357fa,,Service Definition,1,KDOT_Lebo,0.58493,0.0,private,"[kdot, aptech, pavement striping]",False,2023-05-26,2023-05-26,2023-05-26,https://kanegis.maps.arcgis.com/home/item.html?id=37b55604446d4ea9b3bde32350c357fa,0.58493
APTech Pavement_Striping Message Merge 20230804,8f082814f3df41cc94de7e19885f69df,,Service Definition,1,KDOT_Lebo,2.37936,0.0,private,"[kdot, aptech]",False,2023-08-10,2023-08-10,2023-08-10,https://kanegis.maps.arcgis.com/home/item.html?id=8f082814f3df41cc94de7e19885f69df,2.37936
APTech Pavement_Striping Message Merge 20230804,b7eb93591db84795987a947d8dd5e299,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/APTech_Pavement_Striping_Message_Merge_20230804/FeatureServer,Feature Service,43,KDOT_Lebo,0.0,17.10938,org,"[kdot, aptech]",True,2023-08-10,2023-08-10,2024-03-19,https://kanegis.maps.arcgis.com/home/item.html?id=b7eb93591db84795987a947d8dd5e299,17.10938
APTech Sign Support Phase 0,14a7631ba9a1411eadda0aac4c73c4fe,,Service Definition,1,KDOT_Lebo,0.30986,0.0,private,"[KDOT, aptech, signs]",False,2023-05-26,2023-05-26,2023-05-26,https://kanegis.maps.arcgis.com/home/item.html?id=14a7631ba9a1411eadda0aac4c73c4fe,0.30986
APTech Sign Support Phase 0,a28c363d1f0145afa6c78db1c07e1259,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/APTech_Sign_Support_Phase_0/FeatureServer,Feature Service,395,KDOT_Lebo,0.0,1.20313,group,"[KDOT, aptech, signs]",True,2023-05-26,2023-05-26,2024-03-19,https://kanegis.maps.arcgis.com/home/item.html?id=a28c363d1f0145afa6c78db1c07e1259,1.20313
APTech Traffic Sign Phase 0,5105360edf4a4f5dbe8a5f7d807aef22,,Service Definition,2,KDOT_Lebo,0.45285,0.0,private,"[kdot, aptech, signs]",False,2023-05-26,2023-05-30,2023-05-30,https://kanegis.maps.arcgis.com/home/item.html?id=5105360edf4a4f5dbe8a5f7d807aef22,0.45285
APTechsigns20230713,165a81f9334f469581f7e2e3cd460738,,Service Definition,1,KDOT_Martin,0.56428,0.0,private,"[signs,  OMS,  KDOT,  APTech]",False,2023-07-13,2023-07-13,2023-07-13,https://kanegis.maps.arcgis.com/home/item.html?id=165a81f9334f469581f7e2e3cd460738,0.56428
APTechsigns20230713,db911520cb2e4d7b8ee524c25cd678dd,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/APTechsigns20230713/FeatureServer,Feature Service,20,KDOT_Martin,0.0,5.3125,org,"[signs,  OMS,  KDOT,  APTech]",True,2023-07-13,2023-07-13,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=db911520cb2e4d7b8ee524c25cd678dd,5.3125
APTechTrafficSignDeliverables,5725a3e8a7ce467798d465fe55ae9f5a,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/APTechTrafficSignDeliverables/FeatureServer,Feature Service,28,KDOT_Martin,0.0,5.29688,group,"[signs,  OMS,  KDOT,  APTech]",True,2023-07-13,2023-07-13,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=5725a3e8a7ce467798d465fe55ae9f5a,5.29688
APTechTrafficSignDeliverables,573b87e5160342f39e4748293faf6fbb,,Service Definition,1,KDOT_Martin,0.56889,0.0,private,"[signs,  OMS,  KDOT,  APTech]",False,2023-07-13,2023-07-13,2023-07-13,https://kanegis.maps.arcgis.com/home/item.html?id=573b87e5160342f39e4748293faf6fbb,0.56889
ARA data 2016,41933a376d6d4312bd29fb584e17223c,http://kanegis.maps.arcgis.com/apps/webappviewer/index.html?id=41933a376d6d4312bd29fb584e17223c,Web Mapping Application,148,KDOT_Lebo,0.03501,0.0,public,"[ara, kdot, engineering, pavement]",False,2016-12-09,2016-12-21,2024-05-30,https://kanegis.maps.arcgis.com/home/item.html?id=41933a376d6d4312bd29fb584e17223c,0.03501
ARA data 2016,95ab2213dc0d4e0f8a37932b7ea6bb29,,Web Map,258,KDOT_Lebo,0.14014,0.0,public,"[ara, kdot, engineering, pavement]",False,2016-12-09,2018-01-31,2024-06-10,https://kanegis.maps.arcgis.com/home/item.html?id=95ab2213dc0d4e0f8a37932b7ea6bb29,0.14014
ARA data 2016,cf922b50659b46c4b76a132c1e2b3772,http://kanegis.maps.arcgis.com/sharing/rest/content/items/41933a376d6d4312bd29fb584e17223c/package,Code Attachment,1,KDOT_Lebo,0.0,0.0,public,,False,2016-12-09,2016-12-09,2024-03-05,https://kanegis.maps.arcgis.com/home/item.html?id=cf922b50659b46c4b76a132c1e2b3772,0.0
ARA2016Data,32f6523d29074c55a5c2f7ef0c807c39,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/ARA2016Data/FeatureServer,Feature Service,478,KDOT_Lebo,0.0,0.51563,org,"[ARA,  KDOT,  Engineering]",True,2016-12-09,2018-01-29,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=32f6523d29074c55a5c2f7ef0c807c39,0.51563
ARA2016Data,f864871bd0274cda8f1f4a8bd5fc95bc,,Service Definition,1,KDOT_Lebo,0.25108,0.0,private,"[ARA,  KDOT,  Engineering]",False,2016-12-09,2016-12-09,,https://kanegis.maps.arcgis.com/home/item.html?id=f864871bd0274cda8f1f4a8bd5fc95bc,0.25108
ArcGIS Maps For SharePoint,cc2283c1ee434ccdb84241aa12c8f844,,Application,6,KDOT_Lebo,0.0,0.0,private,"[Location Analytics, ArcGIS Maps For SharePoint]",False,2018-01-12,2018-01-17,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=cc2283c1ee434ccdb84241aa12c8f844,0.0
ArcGIS Online World Imagery-Copy,e0ace88b742441f3bae7d74b4dd0b107,,Web Map,133,KDOT_Johnson,0.00149,0.0,private,"[ArcGIS Online, basemap, ESRI, hosted services]",False,2015-03-26,2015-03-26,2024-05-03,https://kanegis.maps.arcgis.com/home/item.html?id=e0ace88b742441f3bae7d74b4dd0b107,0.00149
Assessors Office Change,1a4e8eb491324b079ab9a83b3ce92fc3,,Service Definition,1,KDOT_Lebo,1.22551,0.0,private,Parcels,False,2023-02-21,2023-02-21,2023-02-21,https://kanegis.maps.arcgis.com/home/item.html?id=1a4e8eb491324b079ab9a83b3ce92fc3,1.22551
Assessors Office Change,6e64e7e8b72d4987938c121cf4c29f2d,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/Assessors_Office_Change/FeatureServer,Feature Service,44,KDOT_Lebo,0.0,0.28125,group,Parcels,True,2023-02-21,2023-02-21,2024-06-20,https://kanegis.maps.arcgis.com/home/item.html?id=6e64e7e8b72d4987938c121cf4c29f2d,0.28125
Assignments,1760d2dc07c5471a87376056f132bce1,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/Assignments/FeatureServer,Feature Service,28,GIS_Krueger,0.0,0.30469,private,[Assignments],True,2020-03-03,2020-03-03,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=1760d2dc07c5471a87376056f132bce1,0.30469
Assignments,69ff124b753d4dd3b57970d21fa5175a,,File Geodatabase,1,GIS_Krueger,0.16916,0.0,private,[Assignments],False,2020-03-03,2020-03-03,,https://kanegis.maps.arcgis.com/home/item.html?id=69ff124b753d4dd3b57970d21fa5175a,0.16916
Assignments,fc9e0b05fff549639a6c772c892e13f9,,Microsoft Excel,1,ITD_Brusky,0.0278,0.0,private,workforce,False,2022-10-28,2022-10-28,,https://kanegis.maps.arcgis.com/home/item.html?id=fc9e0b05fff549639a6c772c892e13f9,0.0278
assignments_19bf61dffbbf4f4992e267e73e0e998d,8891c6d071ac4d508e049200a8324ec4,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/assignments_19bf61dffbbf4f4992e267e73e0e998d/FeatureServer,Feature Service,26,KDOT_Lebo,0.00781,0.34375,private,[workforce],True,2016-08-11,2018-02-09,2024-03-18,https://kanegis.maps.arcgis.com/home/item.html?id=8891c6d071ac4d508e049200a8324ec4,0.35156
assignments_207169910947424bb110eff35d9c2422,5834928b722443fc84ec87e69b1d333b,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/assignments_207169910947424bb110eff35d9c2422/FeatureServer,Feature Service,20,gistsn,0.0,0.21875,group,[workforce],True,2016-08-11,2016-08-11,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=5834928b722443fc84ec87e69b1d333b,0.21875
assignments_Archive_Election_03202018,33075188fbf44f18be83990613d8223c,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/assignments_7c74b4baf4ad4eb980ebe1d5066099c2/FeatureServer,Feature Service,5,KDOT_Lebo,0.00012,0.0,private,[workforce],False,2018-10-11,2018-10-11,2022-11-16,https://kanegis.maps.arcgis.com/home/item.html?id=33075188fbf44f18be83990613d8223c,0.00012
Assignments_Archive_Eletion_11062018,ea102842a2374011ac686531e156c240,,File Geodatabase,0,KDOT_Lebo,3.67758,0.0,private,[workforce],False,2019-03-15,2019-03-15,,https://kanegis.maps.arcgis.com/home/item.html?id=ea102842a2374011ac686531e156c240,3.67758
assignments_ecbe7ac76dbe4705861a5d2049b3b849,46fe2f8c7ee6425d8bc47d946e78e5c8,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/assignments_ecbe7ac76dbe4705861a5d2049b3b849/FeatureServer,Feature Service,253,ElectionSupportAdmin,1.78223,3.72656,private,[workforce],True,2018-02-01,2018-02-15,2024-03-12,https://kanegis.maps.arcgis.com/home/item.html?id=46fe2f8c7ee6425d8bc47d946e78e5c8,5.50879
Attachments Testing (Map),d6766942918e441eb417264866e9caba,,Web Map,59,JVerachtert,0.00135,0.0,private,"[Attachments, Testing]",False,2018-11-01,2018-11-01,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=d6766942918e441eb417264866e9caba,0.00135
Attachments_Testing_jv,a14ac7165dfc459989767bb45800b79a,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/Attachments_Testing_jv/FeatureServer,Feature Service,27,JVerachtert,0.08398,0.32813,private,[Testing],True,2018-11-01,2018-11-01,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=a14ac7165dfc459989767bb45800b79a,0.41211
